主編碼,屬性,詞目,音讀,文白屬性,部首
52501,5,第三者,te7-sann1-tsia2,0,
52502,5,統合,thong2-hap8,0,
52503,5,終結,tsiong1-kiat4,0,
52504,5,通告,thong1-ko3,0,
52505,5,通車,thong1-tshia1,0,
52506,5,野牛,ia2-gu5,0,
52507,5,備用,pi7-iong7,0,
52508,5,單調,tan1-tiau7,0,
52509,5,痛恨,thong3-hun7,0,
52510,5,登機,ting1-ki1,0,
52511,5,善心,sian7-sim1,0,
52512,5,善意,sian7-i3,0,
52513,5,肅貪,siok4-tham1,0,
52514,5,菜鳥,tshai3-tsiau2,0,
52515,5,評選,phing5-suan2,0,
52516,5,評鑑,phing5-kam3,0,
52517,5,貼紙,tah4-tsua2,0,
52518,5,費率,hui3-lut8,0,
52519,5,超市,tshiau1-tshi7,0,
52520,5,週期,tsiu1-ki5,0,
52521,5,進軍,tsin3-kun1,0,
52522,5,匯款,hue7-khuan2,0,
52523,5,微波,bi5-pho1,0,
52524,5,搶奪,tshiunn2-tuat8,0,
52525,5,新陳代謝,sin1-tin5-tai7-sia7,0,
52526,5,楷模,khai2-boo5,0,
52527,5,源自,guan5-tsu7,0,
52528,5,罪犯,tsue7-huan7,0,
52529,5,罪嫌,tsue7-hiam5,0,
52530,5,義賣,gi7-be7/gi7-bue7,0,
52531,5,群島,kun5-to2/kun5-too2,0,
52532,5,聘約,phing3-iok4,0,
52533,5,補足,poo2-tsiok4,0,
52534,5,補救,poo2-kiu3,0,
52535,5,試射,tshi3-sia7,0,
52536,5,誠心,sing5-sim1,0,
52537,5,運算,un7-suan3,0,
52538,5,遊行,iu5-hing5,0,
52539,5,遊說,iu5-sue3,0,
52540,5,遊輪,iu5-lun5,0,
52541,5,過量,kue3-liong7/ke3-liong7,0,
52542,5,過關,kue3-kuan1/ke3-kuan1,0,
52543,5,預言,i7-gian5/u7-gian5,0,
52544,5,僑胞,kiau5-pau1,0,
52545,5,實務,sit8-bu7,0,
52546,5,實體,sit8-the2,0,
52547,5,對白,tui3-peh8,0,
52548,5,慣例,kuan3-le7,0,
52549,5,漁民,hi5-bin5/hu5-bin5,0,
52550,5,管教,kuan2-ka3,0,
52551,5,精油,tsing1-iu5,0,
52552,5,綜藝,tsong1-ge7,0,
52553,5,網頁,bang7-iah8,0,
52554,5,輔選,hu2-suan2,0,
52555,5,領標,nia2-pio1,0,
52556,5,寫實,sia2-sit8,0,
52557,5,履行,li2-hing5,0,
52558,5,影本,iann2-pun2,0,
52559,5,暫停,tsiam7-thing5,0,
52560,5,標誌,piau1-tsi3,0,
52561,5,標題,piau1-te5/piau1-tue5,0,
52562,5,獎助金,tsiong2-tsoo7-kim1,0,
52563,5,編制,pian1-tse3,0,
52564,5,編號,pian1-ho7,0,
52565,5,複利,hok8-li7,0,
52566,5,質地,tsit4-te7/tsit4-tue7,0,
52567,5,戰士,tsian3-su7,0,
52568,5,戰國,tsian3-kok4,0,
52569,5,獨一無二,tok8-it4-bu5-ji7/tok8-it4-bu5-li7,0,
52570,5,輻射,hok4-sia7,0,
52571,5,輸送,su1-sang3,0,
52572,5,辦事處,pan7-su7-tshu3,0,
52573,5,選區,suan2-khu1,0,
52574,5,選情,suan2-tsing5,0,
52575,5,優越,iu1-uat8,0,
52576,5,優選,iu1-suan2,0,
52577,5,檢調,kiam2-tiau7,0,
52578,5,溼疹,sip4-tsin2,0,
52579,5,環島,khuan5-to2/khuan5-too2,0,
52580,5,環球,khuan5-kiu5,0,
52581,5,斷交,tuan7-kau1,0,
52582,5,歸屬,kui1-siok8,0,
52583,5,轉向,tsuan2-hiong3,0,
52584,5,醫界,i1-kai3,0,
52585,5,鎮長,tin3-tiunn2,0,
52586,5,類股,lui7-koo2,0,
52587,5,嚴密,giam5-bit8,0,
52588,5,寶藏,po2-tsong7,0,
52589,5,贖回,siok8-hue5/siok8-he5,0,
52590,5,變換,pian3-uann7,0,
52591,5,觀望,kuan1-bong7,0,
52592,5,力學,lik8-hak8,0,
52593,5,上車,tsiunn7-tshia1,0,
52594,5,上校,siong7-hau7,0,
52595,5,口譯,khau2-ik8,0,
52596,5,大火,tua7-hue2/tua7-he2,0,
52597,5,大本營,tua7-pun2-iann5,0,
52598,5,大同,tai7-tong5,0,
52599,5,大局,tai7-kiok8,0,
52600,5,大事,tai7-su7,0,
52601,5,大理石,tai7-li2-tsioh8,0,
52602,5,女將,lu2-tsiong3,0,
52603,5,女裝,lu2-tsong1/li2-tsong1,0,
52604,5,小兒,siau2-ji5/siau2-li5,0,
52605,5,工地,kang1-te7/kang1-tue7,0,
52606,5,不平,put4-ping5,0,
52608,5,中油,Tiong1-iu5,0,
52609,5,公正,kong1-tsing3,0,
52610,5,公式,kong1-sik4,0,
52611,5,分行,hun1-hang5,0,
52612,5,分機,hun1-ki1,0,
52613,5,天命,thian1-bing7,0,
52614,5,引言,in2-gian5,0,
52615,5,心聲,sim1-siann1,0,
52616,5,文革,bun5-kik4,0,
52617,5,文筆,bun5-pit4,0,
52618,5,日間,jit8-kan1/lit8-kan1,0,
52619,5,月刊,gueh8-khan1/geh8-khan1,0,
52620,5,月光,gueh8-kng1/geh8-kng1,0,
52621,5,水手,tsui2-siu2,0,
52622,5,水源,tsui2-guan5,0,
52623,5,王妃,ong5-hui1,0,
52624,5,王國,ong5-kok4,0,
52625,5,主觀,tsu2-kuan1,0,
52626,5,代言人,tai7-gian5-jin5/tai7-gian5-lin5,0,
52627,5,代碼,tai7-be2,0,
52628,5,代謝,tai7-sia7,0,
52629,5,出獄,tshut4-gak8,0,
52630,5,加班,ka1-pan1,0,
52631,5,包商,pau1-siong1,0,
52632,5,外圍,gua7-ui5,0,
52633,5,失效,sit4-hau7,0,
52634,5,平民,ping5-bin5,0,
52635,5,平行,ping5-hing5,0,
52636,5,平坦,penn5-thann2/pinn5-thann2,0,
52637,5,幼稚,iu3-ti7,0,
52638,5,生平,sing1-ping5,0,
52639,5,生根,senn1-kin1/sinn1-kin1,0,
52640,5,交織,kau1-tsit4,0,
52641,5,兇手,hiong1-siu2,0,
52642,5,先鋒,sian1-hong1,0,
52643,5,列出,liat8-tshut4,0,
52644,5,刑法,hing5-huat4,0,
52645,5,印花,in3-hue1,0,
52646,5,各行各業,kok4-hang5-kok4-giap8,0,
52647,5,地帶,te7-tai3/tue7-tai3,0,
52648,5,地下鐵,te7-ha7-thih4/tue7-ha7-thih4,0,
52649,5,如意,ju5-i3/lu5-i3,0,
52650,5,年終,ni5-tsiong1,0,
52651,5,年會,ni5-hue7,0,
52652,5,年資,ni5-tsu1,0,
52653,5,有史以來,iu2-su2 i2-lai5,0,
52654,5,百科,pah4-kho1,0,
52655,5,自主,tsu7-tsu2,0,
52656,5,色情,sik4-tsing5,0,
52657,5,行蹤,hing5-tsong1,0,
52658,5,西岸,se1-huann7,0,
52659,5,西進,se1-tsin3,0,
52660,5,西歐,Se1-au1,0,
52661,5,伴唱,phuann7-tshiunn3,0,
52662,5,佛經,hut8-king1,0,
52663,5,伸出,tshun1-tshut4,0,
52664,5,冷凍,ling2-tong3,0,
52665,5,助攻,tsoo7-kong1,0,
52666,5,助陣,tsoo7-tin7,0,
52667,5,助理,tsoo7-li2,0,
52668,5,否定,honn2-ting7,0,
52669,5,壯觀,tsong3-kuan1,0,
52670,5,戒嚴,kai3-giam5,0,
52671,5,投射,tau5-sia7,0,
52672,5,改正,kai2-tsing3,0,
52673,5,更年期,king1-lian5-ki5,0,
52674,5,步入,poo7-jip8/poo7-lip8,0,
52675,5,求婚,kiu5-hun1,0,
52676,5,私校,su1-hau7,0,
52677,5,車位,tshia1-ui7,0,
52678,5,車迷,tshia1-be5,0,
52679,5,車價,tshia1-ke3,0,
52680,5,防衛,hong5-ue7,0,
52681,5,防禦,hong5-gu7,0,
52682,5,依法,i1-huat4,0,
52683,5,典範,tian2-huan7,0,
52684,5,協定,hiap8-ting7,0,
52685,5,取景,tshu2-king2,0,
52686,5,呼聲,hoo1-siann1,0,
52687,5,命理,mia7-li2,0,
52688,5,夜總會,ia7-tsong2-hue7,0,
52689,5,定律,ting7-lut8,0,
52690,5,忠誠,tiong1-sing5,0,
52691,5,所有權,soo2-iu2-khuan5,0,
52692,5,拍戲,phah4-hi3,0,
52693,5,昇華,sing1-hua5,0,
52694,5,東北,tang1-pak4,0,
52695,5,東亞,Tang1-a1,0,
52696,5,林業,lim5-giap8,0,
52697,5,武林,bu2-lim5,0,
52698,5,武俠,bu2-kiap4,0,
52699,5,法庭,huat4-ting5,0,
52700,5,法務,huat4-bu7,0,
52701,5,肺部,hi3-poo7,0,
52702,5,芭蕉,pa1-tsio1,0,
52703,5,花車,hue1-tshia1,0,
52704,5,表揚,piau2-iong5,0,
52705,5,表層,piau2-tsan5,0,
52706,5,附屬,hu3-siok8,0,
52707,5,非凡,hui1-huan5,0,
52708,5,信念,sin3-liam7,0,
52709,5,南北,lam5-pak4,0,
52710,5,度數,too7-soo3,0,
52711,5,建言,kian3-gian5,0,
52712,5,待命,thai7-bing7,0,
52713,5,後衛,hoo7-ue7,0,
52714,5,急救,kip4-kiu3,0,
52715,5,施壓,si1-ap4,0,
52716,5,染色體,ni2-sik4-the2,0,
52717,5,查扣,tsha5-khau3,0,
52718,5,查封,tsha5-hong1,0,
52720,5,流竄,liu5-tshuan3,0,
52721,5,流露,liu5-loo7,0,
52722,5,省略,sing2-liok8,0,
52723,5,相逢,siong1-hong5,0,
52724,5,紀元,ki3-guan5,0,
52725,5,美編,bi2-pian1,0,
52726,5,美學,bi2-hak8,0,
52727,5,虐待,gik8-thai7,0,
52728,5,要件,iau3-kiann7,0,
52729,5,郊區,kau1-khu1,0,
52730,5,面談,bian7-tam5,0,
52731,5,革新,kik4-sin1,0,
52732,5,風扇,hong1-sinn3,0,
52733,5,修復,siu1-hok8,0,
52734,5,修護,siu1-hoo7,0,
52735,5,凍結,tong3-kiat4,0,
52736,5,哲理,tiat4-li2,0,
52737,5,宮廷,kiong1-ting5,0,
52738,5,容積,iong5-tsik4,0,
52739,5,師長,su1-tiunn2,0,
52740,5,弱者,jiok8-tsia2/liok8-tsia2,0,
52741,5,弱勢,jiok8-se3/liok8-se3,0,
52742,5,旅途,li2-too5/lu2-too5,0,
52743,5,書面,su1-bin7,0,
52744,5,核子,hik8-tsu2,0,
52745,5,氣溫,khi3-un1,0,
52746,5,消基會,Siau1-ki1-hue7,0,
52747,5,海基會,Hai2-ki1-hue7,0,
52748,5,病菌,penn7-khun2/pinn7-khun2,0,
52749,5,炮彈,phau3-tuann5,0,
52750,5,祖先,tsoo2-sian1,0,
52751,5,祖國,tsoo2-kok4,0,
52752,5,租車,tsoo1-tshia1,0,
52753,5,紛擾,hun1-jiau2/hun1-liau2,0,
52754,5,缺陷,khuat4-ham7,0,
52755,5,起點,khi2-tiam2,0,
52756,5,送醫,sang3-i1,0,
52757,5,逆境,gik8-king2,0,
52758,5,迷惑,be5-hik8,0,
52760,5,追隨,tui1-sui5,0,
52761,5,配股,phue3-koo2/phe3-koo2,0,
52762,5,陣地,tin7-te7/tin7-tue7,0,
52763,5,骨折,kut4-tsih8,0,
52764,5,高職,ko1-tsit4,0,
52765,5,高鐵,ko1-thih4,0,
52766,5,假定,ka2-ting7,0,
52767,5,假想,ka2-siong2,0,
52768,5,健身,kian7-sin1,0,
52769,5,偏差,phian1-tsha1,0,
52770,5,剪裁,tsian2-tshai5,0,
52771,5,區段,khu1-tuann7,0,
52772,5,商用,siong1-iong7,0,
52773,5,國宅,kok4-theh8,0,
52774,5,國科會,Kok4-kho1-hue7,0,
52775,5,專攻,tsuan1-kong1,0,
52776,5,屠殺,too5-sat4,0,
52777,5,情景,tsing5-king2,0,
52778,5,情網,tsing5-bang7,0,
52779,5,情懷,tsing5-huai5,0,
52780,5,控管,khong3-kuan2,0,
52781,5,救治,kiu3-ti7,0,
52782,5,教改,kau3-kai2,0,
52783,5,教法,ka3-huat4,0,
52784,5,教科書,kau3-kho1-su1,0,
52785,5,教條,kau3-tiau5,0,
52786,5,教會,kau3-hue7,0,
52787,5,欲望,iok8-bong7,0,
52788,5,深遠,tshim1-uan2,0,
52789,5,票價,phio3-ke3,0,
52790,5,組長,tsoo1-tiunn2,0,
52791,5,船隻,tsun5-tsiah4,0,
52792,5,連繫,lian5-he7,0,
52793,5,造形,tso7-hing5,0,
52794,5,傑作,kiat8-tsok4,0,
52795,5,單打,tan1-tann2,0,
52796,5,報警,po3-king2,0,
52797,5,就任,tsiu7-jim7/tsiu7-lim7,0,
52798,5,插座,tshah4-tso7,0,
52799,5,散步,san3-poo7,0,
52800,5,無味,bo5-bi7,0,
52801,5,無聲,bo5-siann1,0,
52802,5,發車,huat4-tshia1,0,
52803,5,稅率,sue3-lut8/se3-lut8,0,
52804,5,筆錄,pit4-lok8,0,
52805,5,紫外線,tsi2-gua7-suann3,0,
52806,5,絲絨,si1-jiong5/si1-liong5,0,
52807,5,善惡,sian7-ok4,0,
52808,5,菜色,tshai3-sik4,0,
52809,5,裁判,tshai5-phuann3,0,
52810,5,評語,phing5-gi2/phing5-gu2,0,
52811,5,診療,tsin2-liau5,0,
52812,5,週刊,tsiu1-khan1,0,
52813,5,開戶,khui1-hoo7,0,
52814,5,開創,khai1-tshong3,0,
52815,5,隆重,liong5-tiong7,0,
52816,5,傳言,thuan5-gian5,0,
52817,5,傳來,thuan5-lai5,0,
52818,5,傳承,thuan5-sing5,0,
52819,5,微妙,bi5-miau7,0,
52820,5,意料,i3-liau7,0,
52821,5,想起,siunn7-khi2,0,
52822,5,愛心,ai3-sim1,0,
52824,5,新知,sin1-ti1,0,
52825,5,署長,su2-tiunn2,0,
52826,5,聘任,phing3-jim7/phing3-lim7,0,
52827,5,補正,poo2-tsing3,0,
52828,5,解體,kai2-the2,0,
52829,5,詩詞,si1-su5,0,
52830,5,路口,loo7-khau2,0,
52831,5,遊學,iu5-hak8,0,
52832,5,違約,ui5-iok4,0,
52833,5,過份,kue3-hun7/ke3-hun7,0,
52834,5,電波,tian7-pho1,0,
52835,5,電壓,tian7-ap4,0,
52836,5,圖樣,too5-iunn7,0,
52837,5,境內,king2-lai7,0,
52838,5,對外,tui3-gua7,0,
52839,5,幕僚,boo7-liau5,0,
52840,5,撤離,thiat4-li7,0,
52841,5,歌詞,kua1-su5,0,
52842,5,漁村,hi5-tshun1/hu5-tshun1,0,
52843,5,精進,tsing1-tsin3,0,
52844,5,精誠,tsing1-sing5,0,
52845,5,網域,bang7-hik8,0,
52846,5,語文,gi2-bun5/gu2-bun5,0,
52847,5,輕輕鬆鬆,khin1-khin1-sang1-sang1,0,
52848,5,遠東,Uan2-tong1,0,
52849,5,遠景,uan2-king2,0,
52850,5,閣員,koh4-uan5,0,
52851,5,駁回,pok4-hue5/pok4-he5,0,
52852,5,寬頻,khuan1-pin5,0,
52853,5,寫照,sia2-tsiau3,0,
52854,5,廢水,hui3-tsui2,0,
52855,5,廢除,hui3-tu5,0,
52856,5,慾望,iok8-bong7,0,
52857,5,暴民,po7-bin5,0,
52858,5,樂壇,gak8-tuann5,0,
52859,5,潛能,tsiam5-ling5,0,
52860,5,獎品,tsiong2-phin2,0,
52861,5,確立,khak4-lip8,0,
52862,5,編排,pian1-pai5,0,
52863,5,編譯,pian1-ik8,0,
52864,5,複合,hok8-hap8,0,
52865,5,複習,hok8-sip8,0,
52866,5,課長,kho3-tiunn2,0,
52867,5,賣掉,be7-tiau7/bue7-tiau7,0,
52868,5,銷量,siau1-liong7,0,
52869,5,養生,iong2-sing1,0,
52870,5,壁紙,piah4-tsua2,0,
52871,5,戰火,tsian3-hue2/tsian3-he2,0,
52872,5,戰備,tsian3-pi7,0,
52873,5,操守,tshau1-siu2,0,
52874,5,機制,ki1-tse3,0,
52875,5,歷代,lik8-tai7,0,
52876,5,燈光,ting1-kng1,0,
52877,5,獨家,tok8-ka1,0,
52878,5,親和力,tshin1-ho5-lik8,0,
52879,5,遺蹟,ui5-tsik4,0,
52880,5,頭皮,thau5-phue5/thau5-phe5,0,
52881,5,應當,ing1-tong1,0,
52882,5,檔名,tong2-mia5,0,
52883,5,薪傳,sin1-thuan5,0,
52884,5,講述,kang2-sut8,0,
52885,5,講授,kang2-siu7,0,
52886,5,賽程,sai3-ting5,0,
52887,5,韓戰,Han5-tsian3,0,
52888,5,職責,tsit4-tsik4,0,
52889,5,轉入,tsuan2-jip8/tsuan2-lip8,0,
52890,5,轉任,tsuan2-jim7/tsuan2-lim7,0,
52891,5,轉進,tsuan2-tsin3,0,
52892,5,藥效,ioh8-hau7,0,
52893,5,證件,tsing3-kiann7,0,
52894,5,證照,tsing3-tsiau3,0,
52895,5,關連,kuan1-lian5,0,
52896,5,騙人,phian3--lang5,0,
52897,5,寶座,po2-tso7,0,
52898,5,警覺,king2-kak4,0,
52899,5,黨員,tong2-uan5,0,
52900,5,黨務,tong2-bu7,0,
52901,5,鐵道,thih4-to7,0,
52902,5,變遷,pian3-tshian1,0,
52903,5,驗證,giam7-tsing3,0,
52904,5,觀感,kuan1-kam2,0,
52905,5,一模一樣,it4-boo5-it4-iunn7,0,
52906,5,了不起,liau2-put4-khi2,0,
52907,5,人種,jin5-tsiong2/lin5-tsiong2,0,
52908,5,入獄,jip8-gak8/lip8-gak8,0,
52909,5,下場,ha7-tiunn5,0,
52910,5,上路,tsiunn7-loo7,0,
52911,5,大手筆,tua7-tshiu2-pit4,0,
52912,5,大獎,tua7-tsiong2,0,
52913,5,女方,lu2-hong1/li2-hong1,0,
52914,5,工讀生,kang1-thok8-sing1,0,
52915,5,不准,put4-tsun2,0,
52916,5,不盡,put4-tsin7,0,
52917,5,中性,tiong1-sing3,0,
52918,5,中區,tiong1-khu1,0,
52919,5,中期,tiong1-ki5,0,
52920,5,中鋒,tiong1-hong1,0,
52921,5,內陸,lai7-liok8,0,
52922,5,公墓,kong1-bong7,0,
52923,5,公認,kong1-jin7/kong1-lin7,0,
52924,5,公德心,kong1-tik4-sim1,0,
52925,5,分居,hun1-ki1/hun1-ku1,0,
52926,5,升學,sing1-hak8,0,
52927,5,友邦,iu2-pang1,0,
52928,5,友情,iu2-tsing5,0,
52929,5,反制,huan2-tse3,0,
52930,5,天份,thian1-hun7,0,
52931,5,天后,thian1-hio7,0,
52932,5,天性,thian1-sing3,0,
52933,5,天鵝,thian1-go5,0,
52934,5,太極,thai3-kik8,0,
52935,5,少校,siau3-hau7,0,
52936,5,心動,sim1-tong7,0,
52937,5,手動,tshiu2-tong7,0,
52938,5,手稿,tshiu2-ko2,0,
52939,5,日文,Jit8-bun5/Lit8-bun5,0,
52940,5,日式,Jit8-sik4/Lit8-sik4,0,
52941,5,水池,tsui2-ti5,0,
52942,5,火藥,hue2-ioh8/he2-ioh8,0,
52943,5,牛舌餅,gu5-tsih8-piann2,0,
52944,5,王朝,ong5-tiau5,0,
52945,5,主唱,tsu2-tshiunn3,0,
52946,5,主講,tsu2-kang2,0,
52947,5,以下,i2-ha7,0,
52948,5,包皮,pau1-phue5/pau1-phe5,0,
52949,5,北美,Pak4-bi2,0,
52950,5,占地,tsiam3-te7/tsiam3-tue7,0,
52951,5,古怪,koo2-kuai3,0,
52952,5,召喚,tiau3-huan3,0,
52953,5,叮嚀,ting1-ling5,0,
52954,5,外文,gua7-bun5,0,
52955,5,外向,gua7-hiong3,0,
52956,5,外地,gua7-te7/gua7-tue7,0,
52957,5,左派,tso2-phai3,0,
52958,5,佈局,poo3-kiok8,0,
52960,5,幼教,iu3-kau3,0,
52961,5,必修,pit4-siu1,0,
52962,5,打動,tann2-tong7,0,
52963,5,未婚,bi7-hun1,0,
52964,5,正視,tsing3-si7,0,
52965,5,民生,bin5-sing1,0,
52966,5,犯錯,huan7-tsho3,0,
52967,5,瓜果,kua1-ko2,0,
52968,5,瓦解,ua2-kai2,0,
52969,5,生育,sing1-iok8,0,
52970,5,用具,iong7-ku7,0,
52971,5,白米,peh8-bi2,0,
52972,5,白雲,peh8-hun5,0,
52973,5,光滑,kng1-kut8,0,
52974,5,全職,tsuan5-tsit4,0,
52975,5,共存,kiong7-tsun5,0,
52976,5,共有,kiong7-iu2,0,
52977,5,冰河,ping1-ho5,0,
52978,5,同僚,tong5-liau5,0,
52979,5,各界,kok4-kai3,0,
52980,5,名勝,bing5-sing3,0,
52981,5,名醫,bing5-i1,0,
52982,5,回國,hue5-kok4/he5-kok4,0,
52983,5,回程,hue5-ting5/he5-ting5,0,
52984,5,地利,te7-li7/tue7-li7,0,
52985,5,地段,te7-tuann7/tue7-tuann7,0,
52986,5,地質,te7-tsit4/tue7-tsit4,0,
52987,5,多元,to1-guan5,0,
52988,5,好人,ho2-lang5,0,
52989,5,好聽,ho2-thiann1,0,
52990,5,字體,ji7-the2/li7-the2,0,
52991,5,存檔,tsun5-tong2,0,
52992,5,守則,siu2-tsik4,0,
52993,5,年份,ni5-hun7,0,
52994,5,收割,siu1-kuah4,0,
52995,5,收發,siu1-huat4,0,
52996,5,有形,iu2-hing5,0,
52997,5,有緣,u7-ian5,0,
52998,5,江山,kang1-san1,0,
52999,5,江南,Kang1-lam5,0,
53000,5,百分比,pah4-hun1-pi2,0,
53001,5,百般,pah4-puann1,0,
53002,5,自卑,tsu7-pi1,0,
53003,5,血統,hiat4-thong2,0,
53004,5,西餐,se1-tshan1,0,
53005,5,佛法,Hut8-huat4,0,
53007,5,冷水,ling2-tsui2,0,
53009,5,冷門,ling2-mng5,0,
53010,5,冷清,ling2-tshing1,0,
53011,5,利尿,li7-jio7/li7-lio7,0,
53012,5,助力,tsoo7-lik8,0,
53013,5,助手,tsoo7-tshiu2,0,
53014,5,助選,tsoo7-suan2,0,
53015,5,告白,ko3-peh8,0,
53016,5,告別,ko3-piat8,0,
53017,5,吟唱,gim5-tshiunn3,0,
53018,5,妥協,tho3-hiap8,0,
53019,5,攻打,kong1-tann2,0,
53020,5,步調,poo7-tiau7,0,
53021,5,沙畫,sua1-ue7,0,
53022,5,汪洋,ong1-iong5,0,
53023,5,沖銷,tshiong1-siau1,0,
53024,5,男方,lam5-hong1,0,
53025,5,育幼院,iok8-iu3-inn7,0,
53026,5,言行,gian5-hing5,0,
53027,5,走廊,tsau2-long5,0,
53028,5,車頂,tshia1-ting2,0,
53029,5,車窗,tshia1-thang1,0,
53030,5,車道,tshia1-to7,0,
53031,5,車燈,tshia1-ting1,0,
53032,5,里民,li2-bin5,0,
53033,5,來函,lai5-ham5,0,
53034,5,典藏,tian2-tsong5,0,
53035,5,刺殺,tshi3-sat4,0,
53036,5,制式,tse3-sik4,0,
53037,5,受困,siu7-khun3,0,
53038,5,受理,siu7-li2,0,
53039,5,呼應,hoo1-ing3,0,
53040,5,奉勸,hong7-khng3,0,
53041,5,奇異,ki5-i7,0,
53042,5,孤立,koo1-lip8,0,
53043,5,官兵,kuann1-ping1,0,
53044,5,延期,ian5-ki5,0,
53045,5,怪異,kuai3-i7,0,
53046,5,招考,tsio1-kho2,0,
53047,5,拍片,phah4-phinn3,0,
53048,5,拖延,thua1-ian5,0,
53049,5,放學,pang3-oh8,0,
53050,5,東歐,Tang1-au1,0,
53051,5,果汁,ko2-tsiap4,0,
53052,5,林木,lim5-bok8,0,
53053,5,河床,ho5-tshng5,0,
53054,5,波長,pho1-tng5,0,
53055,5,沿岸,ian5-huann7,0,
53056,5,炎熱,iam7-juah8/iam7-luah8,0,
53057,5,爭奪,tsing1-tuat8,0,
53058,5,版面,pan2-bin7,0,
53059,5,版權,pan2-khuan5,0,
53060,5,直線,tit8-suann3,0,
53061,5,社員,sia7-uan5,0,
53062,5,社論,sia7-lun7,0,
53063,5,空大,khong1-tai7,0,
53064,5,空白,khang3-peh8,0,
53065,5,空服,khong1-hok8,0,
53066,5,空運,khong1-un7,0,
53067,5,股份,koo2-hun7,0,
53068,5,初試,tshoo1-tshi3,0,
53069,5,初稿,tshoo1-ko2,0,
53070,5,表格,pio2-keh4,0,
53071,5,近代,kin7-tai7/kun7-tai7,0,
53072,5,金幣,kim1-pe3,0,
53073,5,長城,Tng5-siann5,0,
53074,5,雨鞋,hoo7-e5/hoo7-ue5,0,
53075,5,青山,tshing1-san1,0,
53076,5,南區,lam5-khu1,0,
53077,5,威嚇,ui1-hik4,0,
53078,5,宣判,suan1-phuann3,0,
53079,5,宣揚,suan1-iong5,0,
53080,5,封建,hong1-kian3,0,
53081,5,帝國,te3-kok4,0,
53083,5,思維,su1-ui5,0,
53084,5,拜票,pai3-phio3,0,
53085,5,按時,an3-si5,0,
53086,5,指引,tsi2-in2,0,
53087,5,指控,tsi2-khong3,0,
53088,5,政戰,tsing3-tsian3,0,
53089,5,柔美,jiu5-bi2/liu5-bi2,0,
53090,5,流傳,liu5-thuan5,0,
53091,5,流會,liu5-hue7,0,
53092,5,流線,liu5-suann3,0,
53093,5,洗髮精,se2-huat4-tsing1/sue2-huat4-tsing1,0,
53094,5,相符,siong1-hu5,0,
53095,5,祈福,ki5-hok4,0,
53096,5,約束,iok4-sok4,0,
53097,5,美式,Bi2-sik4,0,
53098,5,美規,Bi2-kui1,0,
53099,5,英才,ing1-tsai5,0,
53100,5,英里,ing1-li2,0,
53101,5,訂貨,ting7-hue3/ting7-he3,0,
53102,5,軍團,kun1-thuan5,0,
53103,5,迫害,pik4-hai7,0,
53104,5,限度,han7-too7,0,
53105,5,限電,han7-tian7,0,
53106,5,首相,siu2-siong3,0,
53107,5,借款,tsioh4-khuan2,0,
53108,5,個體,ko3-the2,0,
53109,5,原子,guan5-tsu2,0,
53110,5,原有,guan5-iu2,0,
53111,5,原作,guan5-tsok4,0,
53112,5,原著,guan5-tu3,0,
53113,5,原廠,guan5-tshiunn2,0,
53114,5,原點,guan5-tiam2,0,
53115,5,套房,tho3-pang5,0,
53116,5,家用,ka1-iong7,0,
53117,5,家扶,ka1-hu5,0,
53118,5,家產,ka1-san2,0,
53119,5,家境,ka1-king2,0,
53120,5,時速,si5-sok4,0,
53121,5,書寫,su1-sia2,0,
53122,5,桌巾,toh4-kin1/toh4-kun1,0,
53123,5,烏龍,oo1-liong5,0,
53124,5,特技,tik8-ki1,0,
53125,5,特務,tik8-bu7,0,
53126,5,特產,tik8-san2,0,
53127,5,特種,tik8-tsiong2,0,
53128,5,破碎,pho3-tshui3,0,
53129,5,純益,sun5-ik4,0,
53130,5,航行,hang5-hing5,0,
53131,5,航班,hang5-pan1,0,
53132,5,草案,tsho2-an3,0,
53133,5,起飛,khi2-pue1/khi2-pe1,0,
53134,5,逃難,to5-lan7,0,
53135,5,追思,tui1-su1,0,
53136,5,配音,phue3-im1/phe3-im1,0,
53137,5,配套,phue3-tho3/phe3-tho3,0,
53138,5,配送,phue3-sang3/phe3-sang3,0,
53139,5,院校,inn7-hau7,0,
53140,5,骨髓,kut4-tshue2/kut4-tshe2,0,
53141,5,高等,ko1-ting2,0,
53142,5,剪綵,tsian2-tshai2,0,
53143,5,動用,tong7-iong7,0,
53144,5,動脈,tong7-meh8,0,
53145,5,參訪,tsham1-hong2,0,
53146,5,唱出,tshiunn3-tshut4,0,
53147,5,國土,kok4-thoo2,0,
53148,5,國有,kok4-iu2,0,
53149,5,國旗,kok4-ki5,0,
53150,5,國賠,kok4-pue5/kok4-pe5,0,
53151,5,專制,tsuan1-tse3,0,
53152,5,專線,tsuan1-suann3,0,
53153,5,彩券,tshai2-kuan3,0,
53154,5,情治,tsing5-ti7,0,
53155,5,情誼,tsing5-gi5,0,
53156,5,控告,khong3-ko3,0,
53157,5,探望,tham3-bong7,0,
53158,5,接見,tsiap4-kian3,0,
53159,5,接送,tsiap4-sang3,0,
53160,5,掃除,sau3-tu5,0,
53161,5,掛號,kua3-ho7,0,
53162,5,推算,thui1-sng3,0,
53163,5,排行,pai5-hang5,0,
53164,5,排練,pai5-lian7,0,
53165,5,救命,kiu3-mia7,0,
